shop_name,shop_type,girl_name,girl_url,age,report_url,evaluations,cityheaven_url
サバト,ソープランド,ゆら,https://www.cityheaven.net/gifu/A2101/A210101/sabbat/girlid-41709102/?lo=1,22,https://m.fuzoku-tokai.com/2024/11/14/post-15173/,"{'顔: 90.0': '妹系？という印象を受けます．かわいらしい顔立ちです．', 'スタイル: 90': 'ちょいぽちゃですが，巨乳です．何回かこのコで遊んだことがあるのですが，だんだんボリュームが大きくなっている印象は受けます．', 'カップ: Ｇカップ': 'とてもさわり心地の良い胸をしていらっしゃいます．ふわふわでした．', 'パネル差: 50': '少し太めですが，個人的には許容範囲です．', 'プレイ: 50': 'あそこを加えていたしてもらいましたが，かなり柔らかいストロークで，独特な印象を受けました．好意的な捉え方です．', '総合: 90': '顔は少し下膨れた印象は受けますが，健康的ですし，可愛らしい妹のような印象です．そして胸が豊かで柔らくふわふわでした．', 'リピート: 返す（リピートする）': 'あの胸の感触が忘れられません．'}",https://www.cityheaven.net/gifu/A2101/A210101/sabbat/girlid-41709102/?lo=1
サバト,ソープランド,あの,https://www.cityheaven.net/gifu/A2101/A210101/sabbat/girlid-45155192/?lo=1,25,https://m.fuzoku-tokai.com/2024/08/16/post-14991/,"{'顔: 80.0': '普通に綺麗。風俗嬢なら当たりの方。ただ幸が薄そうだな…というのが第一印象。', 'スタイル: 95': 'スレンダー好きには最高の細さ。肌も綺麗。背中にワンポイントのタトゥーがあるが気にならない。', 'カップ: Ｃカップ': 'ほどよい大きさで張りがあり、形も綺麗。乳首の色もピンクですごく綺麗！', 'パネル差: 80': '写真より幸が薄い印象。素朴な顔つき', 'プレイ: 80': '下半身のマッサージをしてくれる。キスがない。事務的。', '総合: 80': 'コスパと嬢のスタイルはGood。ただプレイはイマイチだが、値段的に許容範囲内。', 'リピート: 返す（リピートする）': 'コスパと嬢の外見から、ただ可愛い子とやりたい気分の時に行く。癒されたい時は違う子にする。'}",https://www.cityheaven.net/gifu/A2101/A210101/sabbat/girlid-45155192/?lo=1
サバト,ソープランド,あいり,https://www.cityheaven.net/gifu/A2101/A210101/sabbat/girlid-29123660/,25,https://m.fuzoku-tokai.com/2024/01/23/post-14598/,"{'顔: 75.0': '好みになりますが、自分のストライクゾーンに直球でかわいいと思いました', 'スタイル: 70': 'ポチャでありませんが、身長もあるのでしっかりとした体です。腕にかわいい小さいタトゥーあります。', 'カップ: Ｇカップ': '垂れてない美巨乳です。乳首もキレイで、お風呂でずっと揉ませてもらってました。', 'パネル差: 20': 'パネルのイメージではなく、日記の写真のイメージで行けば、ほぼイメージ通りだと思います', 'プレイ: 90': 'フェラがヤバいです。聞いたことないような音と舌使いで発射寸前でした。その後、騎乗位でＩＮしましたが、コレもヤバいです。', '総合: 50': '顔もストライク。胸は美巨乳。フェラ最高。騎乗位で2回イカされ、夢のような時間でした。', 'リピート: 返す（リピートする）': '今度は、マットで予約する予定です。'}",https://www.cityheaven.net/gifu/A2101/A210101/sabbat/girlid-29123660/
サバト,ソープランド,あゆみ,https://www.cityheaven.net/gifu/A2101/A210101/sabbat/girlid-40084635/?lo=1,20,https://m.fuzoku-tokai.com/2022/06/27/post-13032/,"{'顔: 90.0': 'かわいい系でロリ好きにはたまりません。口元のほくろがセクシー', 'スタイル: 50': '少しぽっちゃりだけど気にするほどではないです。おっぱいでかい', 'カップ: Ｄカップ': 'ちょうどよい大きさでも見やすかったです。乳首の形かすばらしい', 'パネル差: 30': 'パネルより可愛いです。', 'プレイ: 50': '69であなるをのぞきました。とてもいい匂いで興奮しました。', '総合: 90': '顔が可愛くてロリなんでとてもたいぷでしたのでまたきたいです', 'リピート: 返す（リピートする）': 'またあいたいです。'}",https://www.cityheaven.net/gifu/A2101/A210101/sabbat/girlid-40084635/?lo=1
サバト,ソープランド,CANDY（キャンディ）,https://www.cityheaven.net/gifu/A2101/A210101/candy/?of=y,22,https://m.fuzoku-tokai.com/2021/12/07/post-12321/,"{'顔: 90.0': '笑うと可愛いい、お化粧はバッチリ、もう少しナチュラルでもいいかなと思います。', 'スタイル: 80': 'スポーツ体形でがっしりしています。ある程度身長が高い人向きかな。', 'カップ: Ｂカップ': '大きくはないですが、感度が良いので気になりません。', 'パネル差: 50': '1枚めはそのままです。', 'プレイ: 90': 'もう少し痩せてくれたら絡み易いですが、文句は無いです。', '総合: 90': '趣味が合わなくても大丈夫、回を重ねれば彼女の人となりが分かります。', 'リピート: 返す（リピートする）': '事情があって、ご無沙汰になってますが年内に逢いたいです。'}",https://www.cityheaven.net/gifu/A2101/A210101/candy/?of=y
シャトールーブル,ソープランド,猫（まお）,https://www.cityheaven.net/gifu/A2101/A210101/rubul/girlid-59189602/?lo=1,22,https://m.fuzoku-tokai.com/2025/10/25/post-15737/,"{'顔: 60.0': '和風の顔でやや角ばった顔。すきっ歯。ごくごく普通です。良く完売になってるみたいで人気があるようだったのでなんで？と思いました。この店で過去６人入ったことありますが、個人的には一番かわいくない。', 'スタイル: 60': '若いです。背が小さいので難しいのですが、ちょいポチャと感じました。人により感想が別れるかと…', 'カップ: Ｄカップ': 'DとEの間くらいかな？お椀型、乳首ピンクで小さめ。乳輪は普通の大きさでキレイです。', 'パネル差: 50': 'なるほどと想像のつく範囲かと思いますが、パネルや日記より劣る。', 'プレイ: 85': 'かなり焦らしまくった挙げ句、いざ…となると乱れるは乱れるは！強烈なベロチューに｢もっと突いて！抜かないで！いく！いく！｣と激しいのなんの。雄叫びをあげながらヒクヒクなった上に、中から温かいものが…ハメ潮です。興奮して一回戦から飲み物だけもらい、お風呂なしで、ベロチューが始まり洗ってないあそこに指入れてクチョクチョ大洪水。そのまま２回戦へと本能の赴くままなだれ込む。ドエロ、超淫乱娘です！何度も求められてもう勘弁して！と思いました。過去一若いと思われる娘に完全にもて遊ばれました！', '総合: 75': 'ルックスやスタイルは大したことないし、会話は響かない不思議ちゃん。なんで人気？と思ったら、過去経験のないくらいのドスケベ姫でした。ただ、やはりまともな受答えがないのはけっこうなマイナスポイントです。', 'リピート: 返す（リピートする）': 'ルックスやトークなど全く好みではないが、メスをめちゃくちゃにしたいと思った時は返すかな？それほどプレイはスゴかった！'}",https://www.cityheaven.net/gifu/A2101/A210101/rubul/girlid-59189602/?lo=1
シャトールーブル,ソープランド,菫（すみれ）,https://www.cityheaven.net/gifu/A2101/A210101/rubul/girlid-39989987/,30,https://m.fuzoku-tokai.com/2025/09/11/post-15659/,"{'顔: 85.0': 'かわいいというよりは美人\n\n                        キリッとした美人。ウルトラマン系の顔？表現が良くないか…\n\n                        とにかく美人', 'スタイル: 90': 'ボン、キュッ、ボンの理想的な体型です。適度に肉付きがあり、とても女性的です。', 'カップ: Ｅカップ': '胸はボリュームもあり形もいい！ただ触り心地からして豊胸してるかな？？まあお客としては関係ないね！', 'パネル差: 10': 'パネルよりいい写メ日記の方がそのまま', 'プレイ: 85': '知的上品な美人お姉さんがキス、テコキ、全身リップ、フェラ、69、騎乗位、バック、正常位何でもしてくれますし、上手です！正常位で突いていると稀に鳴るチナラに興奮し、鏡に映る姿に興奮し、静かに喘ぐ顔と声がホントに感じてくれてるように見えて興奮します。演技っぽくないから。恋人キャストを演じてくれる女優ですね…', '総合: 90': 'この店で若手～ベテランまで５、６人入りましたが、オキニNo.1です。高級店4件通ってますが、他店含めてコロナ後２０名位入りましたが、現在自分ランキングトップ３に入ります！佇まいが写メ日記のまま。知的、上品、清楚ながら妖艶！もっと人気出ても良さそうなのに…。年齢かな？まあ若いだけの子が好きな客には向かないかな？大人の恋人って感じだから。人気出て予約取れにくくなっても困るし…', 'リピート: 返す（リピートする）': '他店のオキニ２人とのローテーションに苦慮してしまいます！甲乙つけがたい！\u3000プレイとトークの具合が他店オキニ２人の丁度中間、両方いいんです！二刀流といいますか…バランスが極上'}",https://www.cityheaven.net/gifu/A2101/A210101/rubul/girlid-39989987/
シャトールーブル,ソープランド,天（あまね）,https://www.cityheaven.net/gifu/A2101/A210101/rubul/,22,https://m.fuzoku-tokai.com/2025/01/11/post-15290/,"{'顔: 80.0': '年齢22歳で若く未経験で入った子です\n\n                        向上心があり、聞き上手な良い子でした\n\n                        姫からのコミュニケーションは乏しい感じなのでこちらからお話ししてあげると良いです\n\n                        若いので肌もピチピチで触り心地、抱き心地はかなりの高評価です\n\n                        悪い点はあまり無いですが未経験で入っていることでしょうか', 'スタイル: 90': '痩せすぎず、太りすぎて無い、くびれもあるちょうど良い感じです', 'カップ: Ｃカップ': '胸信者ではないので参考になりませんが感度は良くやや柔らかいおっきくもない感じです', 'パネル差: 100': '顔はモザイクなので判断ができません', 'プレイ: 80': '経験が浅いので向上心がある姫なので攻めることについてはこれから身についていく感じです基本のことはそつなくこなしてくれますので安心して遊べます', '総合: 78': '顔は普通で可愛い感じスタイルや抱き心地が良い感度は良く、僕の時は良くイッてくれるとにかく若い！これからの姫なので期待をしてまたリピートしたい姫ですちなみに普段の声が僕の好みではない', 'リピート: 返す（リピートする）': 'リピートします'}",https://www.cityheaven.net/gifu/A2101/A210101/rubul/
シャトールーブル,ソープランド,紅（もみじ）,https://www.cityheaven.net/gifu/A2101/A210101/rubul/girlid-41706468/?lo=1,25,https://m.fuzoku-tokai.com/2024/12/21/post-15225/,"{'顔: 85.0': 'とても美人というよりは整っていて、可愛らしく親近感湧く感じです', 'スタイル: 90': '脚が長くモデルみたいな雰囲気です身長もありますので、普通に歩いてると目立ちますかね', 'カップ: Ｄカップ': '胸は綺麗でしたそこまで大きくはないけどよっぽどのオッパイ星人でなければ満足されると思います', 'パネル差: 50': 'ネットではぼかしがある', 'プレイ: 90': '概ねソーププレイしてもらいましたがマットをしてみたかったかな時間的に厳しかったか', '総合: 80': 'とても良い嬢です雰囲気からプレイ、嬢のポテンシャルも問題ありません。', 'リピート: 返す（リピートする）': '入る子に迷えばまた入ろうかなくらいです'}",https://www.cityheaven.net/gifu/A2101/A210101/rubul/girlid-41706468/?lo=1
シルクハット,ソープランド,ももか,https://www.cityheaven.net/mie/A2402/A240201/silkhat/girlid-31121298/,28,https://m.fuzoku-tokai.com/2020/12/02/post-11405/,"{'顔: 70.0': '可もなく不可もなくといった感じ\n\n                        万人受けしそうな顔ではある\n\n                        ブサイクではないがあまりこれといった特徴がない', 'スタイル: 80': 'スタイルはいいと思いますくびれもあるしポッチャリとは程遠いといった感じです', 'カップ: Ｄカップ': '胸はきれいです乳首もピンクで大きさも揉み応えがあり丁度いいです', 'パネル差: 50': 'パネルはボカシが入ってるのでパナマジはない日記には少しでているがあまり変わりないと思う', 'プレイ: 70': '何事も積極的でこちらから要望すれば一生懸命やってくれますしかし高級店対応ではないので特筆してこれがすごいといったプレイはないです', '総合: 90': 'マットの講習に行くなど向上心もあり何事も積極的に取り組んでやってくれるので大変満足できます密着濃厚プレイが好きな方は入って損はしないと思います', 'リピート: 返す（リピートする）': '技術が会う度に向上しているのでしばらくは通うつもり'}",https://www.cityheaven.net/mie/A2402/A240201/silkhat/girlid-31121298/
シルクロード,ソープランド,みさき,https://www.cityheaven.net/gifu/A2101/A210101/silkroad/girlid-35780066/?lo=1,30,https://m.fuzoku-tokai.com/2023/11/23/post-14478/,"{'顔: 80.0': '目力強めで引き込まれるような魅力。かわいいより美人さんです。', 'スタイル: 80': '引き締まったスレンダー体型ですが、肌はスベスベで触り心地、抱き心地、とてもいいです。', 'カップ: Ｄカップ': 'プロフのFはないと思いました。スタイルがいいので、とてもバランスのいい美乳です。', 'パネル差: 20': 'ほぼパネル通りで、どっちかって言うとパネルよりも日記の方が近いと思います。', 'プレイ: 100': '気持ちいいくらいにエロエロです。ソファで１回戦、ピンクチェアで２回戦、マットで３回戦、４回戦の誘いはこちらがギブアップでした。', '総合: 90': '顔もスタイルもプレイも最高でした。賢者タイムも、ほぼずっと咥えてくれるので、大満足です。', 'リピート: 返す（リピートする）': '上記の通りです。あとは、自分には料金のハードルだけ。'}",https://www.cityheaven.net/gifu/A2101/A210101/silkroad/girlid-35780066/?lo=1
ジュリエット,ソープランド,桔梗,https://www.soap-juliet.com/top/girls/girldetail/?girl_id=58575520,28,https://m.fuzoku-tokai.com/2025/09/21/post-15670/,"{'顔: 90.0': 'かなり整っていて綺麗だと思う。ただ、痩せ過ぎていて少しエロさが足りない感じなので-10点。写メ日記からは可愛らしいお顔を想像していたが、実際は綺麗なお姉さんって感じ。', 'スタイル: 70': 'ガリガリとまではいかないが痩せ過ぎているのでもう少し太って欲しい。本人もそれは意識していて、週1回パーソナルジムに通って頑張って筋肉を付けようとしているようだ。', 'カップ: Ｆカップ': '乳首が少し上に付いていてオッパイの形は良いとは言えない。乳首の大きさがちょうど良くて舐めやすい。', 'パネル差: 50': 'お顔は公開していないので評価無し', 'プレイ: 100': '舌を絡めた濃厚なDKを積極的にしてくれた。舌の感触が滑らかで柔らかさもちょうど良く、キスが非常に気持ち良かった。正常位で抜き差ししながらのDKが余りに気持ち良くて最高であった。エッチに積極的で隠語を交えながらサワサワと優しく触ってくれてとても興奮した。', '総合: 90': '少し痩せ過ぎていてお尻のボリュームが無く、バックで突いてもあまり興奮出来なかったのがマイナス。しかし、それ以上に沢山キスをしてくれて、しかもそのキスが非常に気持ち良く、正常位でのキスがめちゃくちゃ良かった。明るくてニコニコしていて会話も楽しかった。', 'リピート: 返す（リピートする）': '昼職をしていて出勤が少なくかつ人気があるので最初は予約が取りにくいが、本指からは姫予約が出来るので予約が取りやすくなる。桔梗ちゃんは風俗はジュリエットが初めてで、また1年半なのでこれからもっと経験を積んでさらにサービスに磨きが掛かることを期待している。'}",https://www.cityheaven.net/gifu/A2101/A210101/juliet/girlid-58575520/
ジュリエット,ソープランド,姫香,https://www.soap-juliet.com/top/girls/girldetail/?girl_id=37754672,25,https://m.fuzoku-tokai.com/2025/08/13/post-15603/,"{'顔: 90.0': 'かなり可愛いらしいお顔。日本人とスペイン人のハーフだがそこまでハーフらしい感じはしない。ただエキゾチックな感じで非常に可愛い。', 'スタイル: 70': 'スタイルはそこまで良いということはなく、ちょいポチャ一歩手前な感じ。肌は白くてスベスベでとても綺麗。パーソナルジムに通っているようで成果が出ているようなので今後に期待。', 'カップ: Ｆカップ': '非常に形の良いお椀型で柔らかくて気持ちの良いオッパイ。加えて乳首がとても綺麗なピンク色で揉んで良し舐めて良し。', 'パネル差: 20': 'ほぼ写メ日記のままをイメージして良い。', 'プレイ: 100': 'サービスも文句無し。密着しながら良く触ってくれるし、キスも濃厚で積極的。よくイチャイチャしてくれる。アナルを丁寧に舐めてくれてめちゃくちゃ気持ち良かった。そして何より姫香ちゃんのフェザータッチが最高に気持ち良い。', '総合: 100': '可愛くて素晴らしいオッパイの持ち主でキスも積極的でイチャイチャしてくれて、優しくて気遣いも出来る素晴らしい姫。多くの方が楽しい時間を過ごせると思う。', 'リピート: 返す（リピートする）': '姫予約をしておらず電話での予約のみでしかもすぐ満枠になってしまうので予約が大変だが、それを乗り越えてでも入る価値のある姫。'}",https://www.cityheaven.net/gifu/A2101/A210101/juliet/girlid-37754672/
ジュリエット,ソープランド,日向,https://www.soap-juliet.com/top/girls/girldetail/?girl_id=44140541,26,https://m.fuzoku-tokai.com/2025/07/27/post-15565/,"{'顔: 70.0': 'ポッチャリした丸顔でまあまあ可愛いらしいと思う。ニコニコしていて愛嬌がある。', 'スタイル: 60': 'スタイルは良いとは言えず、少しポッチャリしている。1ヶ月ほど休暇を取っていた間に太ったらしくダイエットしているとのこと。もう少し痩せて欲しいところ。', 'カップ: Ｇカップ': '形の良いお椀型で乳首が綺麗なピンク色だった。ただ柔らかくはない。。。', 'パネル差: 0': 'パネルや写メ日記通りをイメージして良いと思う。', 'プレイ: 100': '積極的にDKをしてくれるし、フェラもマットも上手だし、密着してくれるしで全体的に文句の付けようがない。とても気持ち良くて癒やされた。とにかく良くキスをしてくれた。', '総合: 70': '接客は申し分無し、スタイルとオッパイは残念という感じ。日向ちゃんの最大の特長は癒やしだと思う。客のことを大切にしているのが良く分かるし、こちらの希望をちゃんとやってくれて、日向ちゃんからも接客的に密着してくれるのは非常に好感が持てた。', 'リピート: 返す（リピートする）': 'スタイルは残念だったが、それ以上の接客だった。'}",https://www.cityheaven.net/gifu/A2101/A210101/juliet/girlid-44140541/
ジュリエット,ソープランド,蛍,https://www.soap-juliet.com/top/girls/girldetail/?girl_id=57031614,25,https://m.fuzoku-tokai.com/2025/04/17/post-15406/,"{'顔: 90.0': '丸顔ですが太っているわけではなく、可愛らしい印象です。鼻筋も通ってて整った顔立ちです。', 'スタイル: 80': 'ちょいポチャ気味ですが太ってはいないです。ちょうど抱き心地が良いぐらいでGOODです。', 'カップ: Ｇカップ': 'プロフの通り巨乳でした。文句なしです。おっぱい大好きなひとには絶対おすすめです。', 'パネル差: 80': 'HPの写真や日記の写真とは少しイメージが違いましたが、パナマジというほどではないです。', 'プレイ: 80': 'おっぱいが美しすぎたのでずっと触ってました。それだけで満足でした。', '総合: 90': '顔と胸は文句なしです。プレイに積極性が少しなかったかなと思ったので、10点減点しました。', 'リピート: 返す（リピートする）': '数ヶ月たってまた入りたいと思いました。あのおっぱいをもう一度堪能したいです。'}",https://www.cityheaven.net/gifu/A2101/A210101/juliet/girlid-57031614/
ジュリエット,ソープランド,莉久,https://www.soap-juliet.com/top/girls/girldetail/?girl_id=51097662,28,https://m.fuzoku-tokai.com/2024/06/19/post-14902/,"{'顔: 40.0': 'キレ可愛いお姉さんで色気もあります。\n\n                        鼻も高くて整った顔立ちでどこかのアナウンサー\n\n                        顔にも思えました。', 'スタイル: 50': 'おっぱいはCかDくらい。ぽっこりのお腹、少し垂れたお尻が気になりました。私の好みではなかったですがセクシーさがあって抱き心地のよいカラダと感じました。デブではなかったです。', 'カップ: Ｄカップ': '胸はプロフィールより小さい少しタレ気味ですが、揉み心地は良いおっぱいです。乳首は少し黒かったです。', 'パネル差: 50': 'パネルは清純そうなイメージでしたが、実際は色気のあるお姉さんでした。目もパネルはくりっとしていましたが違っていました。お尻もパネルは小さく引き締まっていましたが実際は大きく少し垂れていました。', 'プレイ: 50': '序盤からDKの嵐で大興奮でした。経験も豊かでエロエロで濃厚なフェ○でイキそうになりました。騎乗位も気持ちよく果ててしまいました。休憩中もイチャイチャからすぐに回復して2回戦。', '総合: 50': 'パネルと実物の違いは少しありましたが濃厚なDKや濃厚フェ○などエロエロなサービスで大満足です。', 'リピート: 返す（リピートする）': '淫乱な女の子なのでもっとエロいプレイがしたいからです。'}",https://www.cityheaven.net/gifu/A2101/A210101/juliet/girlid-51097662/?lo=1
ジュリエット,ソープランド,純花,https://www.soap-juliet.com/top/girls/girldetail/?girl_id=51980333,25,https://m.fuzoku-tokai.com/2024/04/28/post-14801/,"{'顔: 90.0': '顔は整っておりアナウンサー系、艶もあり若々しい、小顔であるが華が有り美人', 'スタイル: 90': '中肉中背で身長は低いもののバランスが取れている足も太からず細からずでちょうど良い', 'カップ: Ｂカップ': '胸は小さいものの乳首が出ており舐めやすく感度も良い', 'パネル差: 10': '写真より実物の方が可愛い', 'プレイ: 100': '全身が性感帯と言えるほどで舐めても触っても感度が素晴らしくとてもエロい、クリ、中とも触ると逝きやすくフェラも上手でテクニックも有り素晴らしい', '総合: 100': 'ルックス、スタイル、サービスともこの業界では高水準、攻め、受け両方出来ケチが付けれないほどの良嬢でした', 'リピート: 返す（リピートする）': '相性も良くお互いに気持ち良くなれたので直ぐまたリピートしたくなる嬢総合点は相当高いです'}",https://www.cityheaven.net/gifu/A2101/A210101/juliet/girlid-51980333/
ジュリエット,ソープランド,茉白,https://www.soap-juliet.com/top/girls/girldetail/?girl_id=49169298,25,https://m.fuzoku-tokai.com/2024/01/07/post-14555/,"{'顔: 90.0': 'お人形の様な顔で和風美人、顎に黒子がありそれがエロさを醸し出している', 'スタイル: 80': '背が高く足が長いのでスタイルは良い肌も綺麗で艶が有る', 'カップ: Ｅカップ': '身体相応の張りの有る胸、触り心地も良く乳首もピンクで若々しい', 'パネル差: 30': '顔出しして居ない為比較が出来ない', 'プレイ: 50': '乳首舐めてクリ及び中を指入れすると感度良く逝ってしまう、ローター、バイブを使うと絶頂感が大きくなり素晴らしい反応、また男性の性器が特に好きで何回も求めて来る', '総合: 100': 'ルックス、スタイル、性格、接客態度は申し分ない、とにかくエロくてプレイ内容もビジュアルとは裏腹でド淫乱と思わせるほど感度が素晴らしい、見た目は清楚感と知性に溢れていて男性を虜にするタイプ', 'リピート: 返す（リピートする）': 'プレイ内容が過去の嬢の中でも1番と言えるほど素晴らしい、おっとりした仕草が心地良く本当の恋人同士かと思えるほどの相性の良さ時間が合えば直ぐまた会いたいと思わせる嬢'}",https://www.cityheaven.net/gifu/A2101/A210101/juliet/girlid-49169298/
ジュリエット,ソープランド,優希,https://www.soap-juliet.com/top/girls/girldetail/?girl_id=21031329,27,https://m.fuzoku-tokai.com/2023/07/23/post-14145/,"{'顔: 85.0': '好みは、分かれそうですが一般的に見て可愛いと思います。', 'スタイル: 80': '肉感がありくびれもありとても健康的なスタイルでした。好きな人は、たまらないと思います。', 'カップ: Ｇカップ': 'めちゃくちゃキレイで大きかったです！乳首もキレイで理想のおっぱいでした！', 'パネル差: 10': 'スタイルも顔も写真のままです。雰囲気が少し違うかなと感じました。', 'プレイ: 85': 'テクニックは、あまりわからなかったのですがとても気を遣ってくれます。', '総合: 90': '顔も可愛く性格も良くてスタイルも良かったので満足度が高いです！おっぱい好きな人は、かなりおすすめです！', 'リピート: 返す（リピートする）': 'とにかくスタイルが理想的で接客内容もとても良く感じたのでまた行きたいなと思います！'}",https://www.cityheaven.net/gifu/A2101/A210101/juliet/girlid-21031329/
スタイリッシュバッハ,ソープランド,Berry/ベリー,https://www.stylish-bach.com/top/girls/girldetail/?girl_id=37401180,26,https://m.fuzoku-tokai.com/2025/10/09/post-15711/,"{'顔: 90.0': '美人系、可愛いです。ちょっと人形のように可愛い、美しい顔立ち。', 'スタイル: 90': '小柄でスタイル良し、可愛い嬢である。ナイスボディ、色白、肌スベスベ。', 'カップ: Ｄカップ': 'バストは普通より少し大きくてＣかＤカップくらい、程よいサイズ感。', 'パネル差: 10': '実物の方が可愛いです。写メ日記の投稿の方が実物には近いです。', 'プレイ: 95': '椅子に座り挨拶を受け、ＤＫで抱き締める。小柄で華奢だが、かわエロ全開。こちらの服を脱がして貰い、ＤＫからスタート。徐々に下にいきFへ。玉から竿まで満遍なくガッツリしてくれ、最高である。サービス精神が非常に旺盛で、ベッドでもエアマットでもそのプロ意識と献身が感じられ、技術も優れていて、濃厚なサービスです。私としては欠点はほとんどないと思います。', '総合: 100': 'プレイはまるで彼女と一緒にいるような雰囲気でありながら、技術も卓越していてしっかりと仕事をこなしてくれる感じで、個人的にはとても満足でした。', 'リピート: 返す（リピートする）': '可愛くてサービスも良く、金津園の名物もできるそいで、また体験しに戻りたいと思いました。'}",https://www.cityheaven.net/gifu/A2101/A210101/stylish_bach/girlid-37401180/
スタイリッシュバッハ,ソープランド,エレナ,https://www.stylish-bach.com/top/girls/girldetail/?girl_id=56944635,22,https://m.fuzoku-tokai.com/2025/08/13/post-15599/,"{'顔: 85.0': '目がぱっちりしていて鼻筋もくっきりしています。\n\n                        整形顔ではありませんが、日本人離れした顔立ちです。', 'スタイル: 95': 'プロフィールにあるとおりGカップは圧巻です。年齢も若いため、肌ももちもちで密着すると気持ちいです。また、出ているところは出ているのに引き締まっているスタイルでした。', 'カップ: Ｇカップ': 'プロフィールにあるとおりのGカップは圧巻でした。グラビア顔負けのスタイルです。また、乳首は綺麗なピンクで没落していませんでした。', 'パネル差: 90': 'ホームページに顔写真がないため期待が高まっていましたが、期待以上でした。ルックスとスタイルは流石高級店です。普段は手が届かない港区系の美女の印象を受けました。', 'プレイ: 90': '部屋に入った瞬間、濃厚DKの連続で興奮しました。プレイ中は絶え間なくDKを求めてくれます。また、NN店だと分かっていても、奥に欲しい等、リップサービスにより興奮を高めてくれます。特に印象的だったプレイは、密着騎乗位です。Gカップを押し付けながら唾液が絡むレベルの濃厚DKをされ、抱きつかれたら3分も持たなかったです。', '総合: 90': 'ホームページに顔写真を載せていないのが勿体無いと感じました。スタイルもプレイ内容も当店ではトップクラスに感じたのでぜひまた指名したいです。', 'リピート: 返す（リピートする）': '裏を返します。'}",https://www.cityheaven.net/gifu/A2101/A210101/stylish_bach/girlid-56944635/
スタイリッシュバッハ,ソープランド,葵（あおい）,https://www.stylish-bach.com/top/girls/girldetail/?girl_id=56201878,25,https://m.fuzoku-tokai.com/2025/01/02/post-15248/,"{'顔: 50.0': '美人な顔立ちで、カラコンを入れて目を大きくしています。今時珍しい黒髪ロングで、それもよかったと思います。', 'スタイル: 100': 'なかなか見られないスレンダーボディで、スタイルにこだわる人にはぜひ見てもらいたいです。', 'カップ: Ｆカップ': '上記に書いた通りのスレンダーかつ巨乳というまさしく理想のスタイルでした。強いて挙げるのであれば、少し黒いのが気になるぐらいです。', 'パネル差: 3': 'わずかに違う印象を受けましたが、基本的には日記等のイメージでいいと思います。', 'プレイ: 90': 'NGではないですが、乳首が少し苦手・マナー面で、姫予約が忙しいのか、携帯でそれを確認するために30秒ほど待たされたこと、以上の２点が気になったので－10点です。しかし、それらを加味しても満足するサービスだったと思います。特に、時間ギリギリまでの対応や自分の汗が落ちても気にしない様子がよかったです。', '総合: 90': '入店してからそこまで経っていないですが、満足できました。スレンダー巨乳というある意味男の夢を叶えてもらいました。このお店は何度か利用していますが、一二を争うレベルでした。', 'リピート: 返す（リピートする）': 'ご本人もまだまだ頑張っていきたいという思いがあるようです。今後の成長を楽しみにしつつ、少し時間が経ったらまた行きたいと思います。'}",https://www.cityheaven.net/gifu/A2101/A210101/stylish_bach/girlid-56201878/
スタイリッシュバッハ,ソープランド,葵,https://www.stylish-bach.com/top/girls/girldetail/?girl_id=56201878,23,https://m.fuzoku-tokai.com/2024/11/24/post-15193/,"{'顔: 90.0': 'とても若々しく、愛嬌があって可愛らしいです。誰が見ても可愛いという程ではないですが、十分なレベルです。ずっと見ていられます。', 'スタイル: 100': '過去一のスタイルです。同じお店の楓ちゃんも相当スタイルが良いですが、それ以上です。Fカップもあるのにあそこまでクビレがあるのは驚きです。前にジムに凝ってたようですが、そもそもあまりお腹周りは太りにくい体質みたいです。', 'カップ: Ｆカップ': 'めちゃくちゃ形の良いおっぱいです。しかもあれだけクビレがあるスレンダーボディにも関わらず、天然のFカップで柔らかいです。乳首はそこまで綺麗とは言えないかもしれませんが許容範囲内です。', 'パネル差: 10': 'お顔を出している写メ日記があります。そのままを想像して良いと思います。', 'プレイ: 100': 'イチャイチャ感満載です。DKがかなり多く、しかも舌の絡め方も凄かったです。フェラやリップサービスも積極的で、舌の使い方が上手でめちゃくちゃ気持ち良かったです。このお店に来る前の経歴も聞きましたが、流石だと思いました。', '総合: 100': '顔、スタイル、サービス全て大満足です。凄い娘が入ってきました。多くの方に体験して欲しいです。', 'リピート: 返す（リピートする）': '姫予約の特典で色々コスプレを考えているようで、あのスタイルの良さでブレザーやバニーなんか着てくれたら最高ですね。何回も入りたいので無理せず長く続けてほしいものです。'}",https://www.cityheaven.net/gifu/A2101/A210101/stylish_bach/girlid-56201878/
